,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
25,Srednekolymsk,67.45,153.6833,58.1,35,0,11.18,RU,2021-07-01 04:23:17
26,Lüderitz,-26.6481,15.1594,55.18,76,1,5.12,NA,2021-07-01 04:18:25
27,San Cristobal,7.7669,-72.225,62.69,98,86,4.18,VE,2021-07-01 04:21:13
28,Nyurba,63.2842,118.3319,82.98,53,96,4.32,RU,2021-07-01 04:23:17
29,Thompson,55.7435,-97.8558,71.76,49,75,2.3,CA,2021-07-01 04:23:18
30,Tobol,52.6844,62.5794,84.16,35,62,5.14,KZ,2021-07-01 04:23:18
31,Altay,47.8667,88.1167,75.92,44,9,5.41,CN,2021-07-01 04:23:19
32,Souillac,-20.5167,57.5167,74.35,68,40,13.8,MU,2021-07-01 04:23:19
33,Tambun,-6.2641,107.0712,90.03,70,20,9.22,ID,2021-07-01 04:23:20
34,Kapaa,22.0752,-159.319,84.18,77,40,3.0,US,2021-07-01 04:23:20
35,Cape Town,-33.9258,18.4232,56.1,87,40,12.66,ZA,2021-07-01 04:20:31
36,Cabo San Lucas,22.8909,-109.9124,80.62,75,24,5.99,MX,2021-07-01 04:20:41
37,Ushuaia,-54.8,-68.3,37.06,87,0,12.66,AR,2021-07-01 04:23:21
38,Fortuna,40.5982,-124.1573,63.43,70,90,3.0,US,2021-07-01 04:23:21
39,Ancud,-41.8697,-73.8203,46.22,91,45,12.8,CL,2021-07-01 04:23:22
40,Lagoa,39.05,-27.9833,67.42,76,100,24.96,PT,2021-07-01 04:23:22
41,Bethel,41.3712,-73.414,74.1,89,98,4.23,US,2021-07-01 04:23:23
42,Saint Paul Harbor,57.79,-152.4072,60.31,59,1,17.27,US,2021-07-01 04:23:23
43,Bairiki Village,1.3292,172.9752,86.0,74,40,9.22,KI,2021-07-01 04:23:23
44,Vaini,-21.2,-175.2,73.56,94,75,6.91,TO,2021-07-01 04:23:24
45,Bluff,-46.6,168.3333,48.79,73,92,5.35,NZ,2021-07-01 04:23:24
46,Nikolskoye,59.7035,30.7861,68.81,71,0,5.75,RU,2021-07-01 04:23:25
47,Adrar,20.5022,-10.0711,85.53,16,1,6.15,MR,2021-07-01 04:23:25
48,Lompoc,34.6391,-120.4579,67.57,80,90,5.75,US,2021-07-01 04:23:25
49,Sioux Lookout,50.1001,-91.917,66.58,52,1,4.61,CA,2021-07-01 04:23:26
50,Carnarvon,-24.8667,113.6333,68.07,43,0,13.8,AU,2021-07-01 04:23:26
51,Hobart,-42.8794,147.3294,62.46,67,40,6.91,AU,2021-07-01 04:23:27
52,Faanui,-16.4833,-151.75,80.01,79,88,26.28,PF,2021-07-01 04:23:27
53,Kendari,-3.945,122.4989,73.49,95,100,3.76,ID,2021-07-01 04:23:27
54,Discovery Bay,37.9085,-121.6002,72.25,60,1,28.77,US,2021-07-01 04:23:28
55,Shirokiy,49.758,129.523,68.5,68,45,9.4,RU,2021-07-01 04:23:28
56,Balikpapan,-1.2675,116.8289,81.59,78,20,4.61,ID,2021-07-01 04:23:28
57,Stolin,51.8912,26.846,64.62,92,74,5.91,BY,2021-07-01 04:23:29
58,Kavieng,-2.5744,150.7967,84.72,69,100,9.6,PG,2021-07-01 04:23:29
59,Puerto Ayora,-0.7393,-90.3518,73.54,85,29,5.99,EC,2021-07-01 04:23:30
60,Barentu,15.1139,37.5928,69.53,76,93,7.7,ER,2021-07-01 04:23:30
61,Lorengau,-2.0226,147.2712,83.77,69,74,4.14,PG,2021-07-01 04:23:30
62,Benin,9.5,2.25,72.37,96,100,3.62,BJ,2021-07-01 04:23:31
63,Oparino,59.8518,48.2783,69.53,71,93,3.91,RU,2021-07-01 04:23:31
64,Port Elizabeth,-33.918,25.5701,64.69,39,0,16.11,ZA,2021-07-01 04:23:32
65,Dongsheng,39.8161,109.9776,81.73,12,19,5.55,CN,2021-07-01 04:23:32
66,Yellowknife,62.456,-114.3525,75.72,69,75,4.0,CA,2021-07-01 04:23:32
67,Saint-Philippe,-21.3585,55.7679,70.48,85,50,14.56,RE,2021-07-01 04:23:33
68,Nipawin,53.3668,-104.0009,73.44,78,1,5.75,CA,2021-07-01 04:23:33
69,Constitución,-35.3333,-72.4167,49.68,75,64,3.67,CL,2021-07-01 04:23:34
70,Tasiilaq,65.6145,-37.6368,33.33,62,2,6.4,GL,2021-07-01 04:23:34
71,Bubaque,11.2833,-15.8333,79.84,84,83,11.36,GW,2021-07-01 04:23:34
72,Laas,46.6166,10.7002,56.28,89,100,5.44,IT,2021-07-01 04:23:35
73,Gallup,35.5281,-108.7426,67.84,53,90,10.36,US,2021-07-01 04:23:35
74,Bundaberg,-24.85,152.35,73.22,60,75,5.99,AU,2021-07-01 04:23:36
75,Upernavik,72.7868,-56.1549,36.19,99,100,10.85,GL,2021-07-01 04:23:36
76,Punta Arenas,-53.15,-70.9167,35.71,93,0,4.61,CL,2021-07-01 04:22:28
77,Soeng Sang,14.4264,102.4606,91.0,50,84,8.34,TH,2021-07-01 04:23:37
78,Barrow,71.2906,-156.7887,35.62,75,90,5.75,US,2021-07-01 04:23:37
79,Jamestown,42.097,-79.2353,71.19,92,90,5.01,US,2021-07-01 04:20:38
80,Antofagasta,-23.65,-70.4,56.48,81,25,3.76,CL,2021-07-01 04:23:38
81,Chapais,49.7834,-74.8492,56.98,80,52,5.41,CA,2021-07-01 04:23:38
82,Karlstad,59.3793,13.5036,55.96,71,20,12.66,SE,2021-07-01 04:23:38
83,Santa Maria,-29.6842,-53.8069,44.01,95,67,4.56,BR,2021-07-01 04:23:39
84,Abonnema,4.7084,6.7931,74.5,94,53,3.6,NG,2021-07-01 04:23:39
85,Broken Hill,-31.95,141.4333,63.25,46,0,5.64,AU,2021-07-01 04:22:26
86,Hamilton,39.1834,-84.5333,72.79,97,40,1.99,US,2021-07-01 04:23:40
87,Udarnyy,54.3409,42.8611,60.73,88,68,5.35,RU,2021-07-01 04:19:11
88,Shenzhen,22.5455,114.0683,91.35,99,83,14.23,CN,2021-07-01 04:18:44
89,Qaqortoq,60.7167,-46.0333,45.1,83,55,0.38,GL,2021-07-01 04:23:41
90,Kānt,27.8,79.8,103.78,26,69,11.25,IN,2021-07-01 04:23:41
91,Qaanaaq,77.484,-69.3632,34.43,95,100,14.23,GL,2021-07-01 04:23:41
92,Udachny,66.4167,112.4,62.11,63,100,6.53,RU,2021-07-01 04:23:42
93,Lesogorsk,56.0458,99.5136,70.07,58,77,6.26,RU,2021-07-01 04:23:42
94,Teguise,29.0605,-13.564,64.62,68,90,13.8,ES,2021-07-01 04:23:43
95,Saint-François,46.4154,3.9054,58.48,98,75,3.44,FR,2021-07-01 04:23:43
96,Mar del Plata,-38.0023,-57.5575,46.13,59,0,11.01,AR,2021-07-01 04:21:42
97,Cabra,37.4725,-4.4421,70.9,69,0,3.09,ES,2021-07-01 04:23:44
98,Najrān,17.4924,44.1277,79.45,18,2,2.48,SA,2021-07-01 04:23:44
99,Olinda,-8.0089,-34.8553,71.33,94,90,6.91,BR,2021-07-01 04:19:50
100,Abu Samrah,35.3029,37.1841,79.68,40,0,7.76,SY,2021-07-01 04:23:45
101,Kalachinsk,55.0529,74.5751,74.64,76,34,6.69,RU,2021-07-01 04:23:45
102,Biltine,14.5333,20.9167,80.33,53,90,9.13,TD,2021-07-01 04:23:45
103,North Bend,43.4065,-124.2243,64.24,87,90,6.91,US,2021-07-01 04:23:00
104,Hilo,19.7297,-155.09,76.73,83,20,9.22,US,2021-07-01 04:23:47
105,Tateyama,34.9833,139.8667,73.15,92,100,14.0,JP,2021-07-01 04:23:48
106,Leningradskiy,69.3833,178.4167,35.2,76,97,8.75,RU,2021-07-01 04:23:48
107,Taltal,-25.4,-70.4833,57.02,76,20,4.68,CL,2021-07-01 04:23:48
108,Yarmolyntsi,49.1924,26.8373,64.47,91,35,4.92,UA,2021-07-01 04:23:49
109,Riyadh,24.6877,46.7219,89.74,10,0,1.54,SA,2021-07-01 04:23:49
110,Ilulissat,69.2167,-51.1,41.02,75,90,10.36,GL,2021-07-01 04:23:50
111,Nanortalik,60.1432,-45.2371,41.04,88,95,8.03,GL,2021-07-01 04:23:50
112,Saskylakh,71.9167,114.0833,70.16,44,88,11.59,RU,2021-07-01 04:23:50
113,Talaya,61.3833,152.75,66.13,58,100,14.12,RU,2021-07-01 04:23:51
114,Katsuura,35.1333,140.3,73.44,95,100,14.23,JP,2021-07-01 04:23:51
115,Butaritari,3.0707,172.7902,82.27,74,34,12.8,KI,2021-07-01 04:23:52
116,Dhidhdhoo,6.8833,73.1,82.78,75,81,17.69,MV,2021-07-01 04:23:52
117,La Ronge,55.1001,-105.2842,82.65,44,20,4.61,CA,2021-07-01 04:23:52
118,Carutapera,-1.195,-46.02,74.46,92,25,4.68,BR,2021-07-01 04:23:53
119,Kahului,20.8947,-156.47,80.62,74,40,17.27,US,2021-07-01 04:23:53
120,Alice Springs,-23.7,133.8833,74.21,21,0,11.99,AU,2021-07-01 04:20:53
121,Sibu,2.3,111.8167,80.91,78,40,8.05,MY,2021-07-01 04:23:54
122,Chokurdakh,70.6333,147.9167,62.51,28,15,8.23,RU,2021-07-01 04:23:54
123,Lebu,-37.6167,-73.65,51.62,91,71,6.71,CL,2021-07-01 04:23:55
124,Dengzhou,37.8086,120.7508,78.53,67,79,5.7,CN,2021-07-01 04:23:55
125,Havelock,34.8791,-76.9013,81.01,87,30,5.01,US,2021-07-01 04:23:49
126,Avarua,-21.2078,-159.775,78.85,83,75,6.91,CK,2021-07-01 04:23:56
127,East London,-33.0153,27.9116,61.74,33,0,3.44,ZA,2021-07-01 04:23:56
128,Makkah al Mukarramah,21.4267,39.8261,84.42,45,72,4.45,SA,2021-07-01 04:23:39
129,Mustafakemalpaşa,40.0353,28.4117,77.11,54,0,3.44,TR,2021-07-01 04:23:57
130,Kavaratti,10.5669,72.642,82.94,75,98,18.43,IN,2021-07-01 04:23:57
131,Lata,40.1629,-8.3327,58.93,97,81,1.79,PT,2021-07-01 04:23:58
132,Bengkulu,-3.8004,102.2655,84.42,68,96,4.12,ID,2021-07-01 04:20:22
133,Kaitangata,-46.2817,169.8464,47.93,72,82,2.46,NZ,2021-07-01 04:23:58
134,Kupang,-10.1667,123.5833,88.38,45,40,20.71,ID,2021-07-01 04:23:59
135,Visby,57.6409,18.296,64.06,100,75,9.22,SE,2021-07-01 04:23:59
136,Menongue,-14.6585,17.691,44.31,41,29,2.24,AO,2021-07-01 04:24:00
137,Salto,-31.3833,-57.9667,44.87,91,100,15.01,UY,2021-07-01 04:21:44
138,Touros,-5.1989,-35.4608,74.3,95,100,7.38,BR,2021-07-01 04:23:01
139,Codrington,-38.2667,141.9667,59.32,64,51,10.89,AU,2021-07-01 04:24:00
140,Narsaq,60.9167,-46.05,44.82,76,44,2.19,GL,2021-07-01 04:24:01
141,Norrköping,58.5942,16.1826,58.19,88,75,12.66,SE,2021-07-01 04:24:01
142,Escanaba,45.7453,-87.0646,64.83,91,1,5.75,US,2021-07-01 04:24:02
143,Guerrero Negro,27.9769,-114.0611,67.42,83,1,14.14,MX,2021-07-01 04:24:02
144,Vila,42.0304,-8.1588,49.75,92,86,1.36,PT,2021-07-01 04:24:02
145,Mahébourg,-20.4081,57.7,74.25,68,40,13.8,MU,2021-07-01 04:24:03
146,Plouzané,48.3833,-4.6167,59.05,91,90,2.3,FR,2021-07-01 04:23:52
147,Port Alfred,-33.5906,26.891,62.92,48,50,32.91,ZA,2021-07-01 04:24:03
148,Vao,-22.6667,167.4833,68.27,68,33,25.28,NC,2021-07-01 04:24:04
149,Kumul,42.8,93.45,87.24,17,0,10.54,CN,2021-07-01 04:24:04
150,Wenatchee,47.4235,-120.3103,95.43,33,1,20.71,US,2021-07-01 04:23:34
151,Norman Wells,65.282,-126.8329,57.24,94,75,0.0,CA,2021-07-01 04:24:05
152,Koindu,8.4386,-10.3253,68.36,99,100,2.3,GN,2021-07-01 04:24:05
153,Ordu,40.9086,37.6845,63.1,82,0,2.13,TR,2021-07-01 04:24:06
154,Gaoua,10.2992,-3.2508,73.35,87,100,3.51,BF,2021-07-01 04:24:07
155,Ponta do Sol,32.6667,-17.1,68.72,78,5,1.52,PT,2021-07-01 04:24:07
156,Port Moresby,-9.4431,147.1797,87.22,62,40,28.77,PG,2021-07-01 04:24:07
157,São João da Barra,-21.6403,-41.0511,64.18,64,100,16.08,BR,2021-07-01 04:24:08
158,Katherine,-14.4667,132.2667,88.12,35,29,14.97,AU,2021-07-01 04:24:08
159,Troitskoye,52.9821,84.6757,61.2,94,100,1.9,RU,2021-07-01 04:24:08
160,Cherskiy,68.75,161.3,53.78,32,5,12.24,RU,2021-07-01 04:24:09
161,Salym,60.0625,71.4789,75.9,63,70,8.34,RU,2021-07-01 04:24:09
162,Los Llanos de Aridane,28.6585,-17.9182,65.95,95,75,12.66,ES,2021-07-01 04:24:10
163,Pokhara,28.2333,83.9833,72.79,91,100,0.89,NP,2021-07-01 04:24:10
164,Trelleborg,55.3751,13.1569,62.55,92,100,18.72,SE,2021-07-01 04:24:11
165,Padang,-0.9492,100.3543,86.05,62,99,2.89,ID,2021-07-01 04:23:37
166,Laguna,38.421,-121.4238,82.9,64,1,7.0,US,2021-07-01 04:24:11
167,St Austell,50.3383,-4.7658,58.68,100,75,6.91,GB,2021-07-01 04:24:12
168,Khatanga,71.9667,102.5,66.42,47,100,7.83,RU,2021-07-01 04:24:12
169,Maracaçumé,-2.0428,-45.9592,71.78,94,21,3.38,BR,2021-07-01 04:24:12
170,Hermanus,-34.4187,19.2345,56.8,77,26,20.65,ZA,2021-07-01 04:24:13
171,Agirish,61.9247,63.0231,82.96,50,14,9.69,RU,2021-07-01 04:24:13
172,Deneysville,-26.8908,28.0971,45.28,64,0,6.69,ZA,2021-07-01 04:24:14
173,Longyearbyen,78.2186,15.6401,39.04,75,75,20.71,SJ,2021-07-01 04:24:14
174,Coquimbo,-29.9533,-71.3436,49.73,93,90,4.61,CL,2021-07-01 04:24:14
175,Tūkrah,32.5341,20.5791,83.21,41,0,3.56,LY,2021-07-01 04:24:15
176,Listowel,52.4464,-9.485,54.84,89,76,1.72,IE,2021-07-01 04:24:15
177,Clyde River,70.4692,-68.5914,52.03,62,90,17.27,CA,2021-07-01 04:24:16
178,Mogadishu,2.0371,45.3438,78.67,65,75,16.11,SO,2021-07-01 04:21:48
179,Warwick,41.7001,-71.4162,74.08,91,75,5.75,US,2021-07-01 04:24:16
180,Poum,-20.2333,164.0167,72.75,55,92,16.4,NC,2021-07-01 04:24:17
181,Masvingo,-20.0637,30.8277,53.92,30,3,4.43,ZW,2021-07-01 04:24:17
182,Safford,32.834,-109.7076,83.07,53,75,14.97,US,2021-07-01 04:24:18
183,Kachug,53.9606,105.8817,63.25,72,100,5.5,RU,2021-07-01 04:24:18
184,Saint George,37.1041,-113.5841,85.39,33,1,7.0,US,2021-07-01 04:21:07
185,Vanimo,-2.6741,141.3028,80.31,76,85,4.68,PG,2021-07-01 04:24:19
186,Agadez,19.75,10.25,82.49,14,0,10.45,NE,2021-07-01 04:24:19
187,Saldanha,-33.0117,17.9442,55.45,84,13,10.2,ZA,2021-07-01 04:24:20
188,Arman',59.7,150.1667,64.08,68,99,5.73,RU,2021-07-01 04:24:20
189,Tiksi,71.6872,128.8694,44.37,72,71,4.12,RU,2021-07-01 04:24:20
190,Makakilo City,21.3469,-158.0858,80.92,59,90,6.91,US,2021-07-01 04:24:21
191,Doha,25.2867,51.5333,94.98,58,0,5.75,QA,2021-07-01 04:24:21
192,Port Lincoln,-34.7333,135.8667,58.93,59,42,17.27,AU,2021-07-01 04:24:22
193,Camapuã,-19.5314,-54.0439,44.13,39,0,5.95,BR,2021-07-01 04:24:22
194,Severo-Kuril'sk,50.6789,156.125,48.78,87,64,15.59,RU,2021-07-01 04:24:22
195,Goderich,43.7501,-81.7165,68.32,83,52,3.44,CA,2021-07-01 04:24:23
196,West Fargo,46.875,-96.9004,75.25,65,1,3.44,US,2021-07-01 04:21:14
197,Bonga,7.2833,36.2333,57.97,99,100,2.19,ET,2021-07-01 04:24:23
198,Bagé,-31.3314,-54.1069,45.81,93,20,3.44,BR,2021-07-01 04:24:24
199,Chatrapur,19.35,84.9833,90.77,60,100,10.13,IN,2021-07-01 04:24:24
200,Killybegs,54.6333,-8.45,53.28,93,100,1.77,IE,2021-07-01 04:24:25
201,Kysyl-Syr,63.8986,122.7617,85.69,41,83,8.61,RU,2021-07-01 04:24:25
202,San Fernando del Valle de Catamarca,-28.4696,-65.7852,42.04,40,39,5.99,AR,2021-07-01 04:24:25
203,Rawson,-43.3002,-65.1023,47.62,47,0,15.82,AR,2021-07-01 04:20:57
204,Kargasok,59.0556,80.8572,69.22,47,57,2.55,RU,2021-07-01 04:24:26
205,Sisimiut,66.9395,-53.6735,38.82,84,68,0.34,GL,2021-07-01 04:24:26
206,Nikel,69.4128,30.222,57.38,57,6,18.48,RU,2021-07-01 04:24:27
207,Kyaikto,17.3,97.0167,82.65,77,100,7.31,MM,2021-07-01 04:24:27
208,Hithadhoo,-0.6,73.0833,82.74,74,23,9.89,MV,2021-07-01 04:24:27
209,Uruçuí,-7.2294,-44.5561,73.11,50,6,3.0,BR,2021-07-01 04:24:28
210,Port Hedland,-20.3167,118.5667,86.05,20,6,19.57,AU,2021-07-01 04:24:28
211,Saint-Augustin,51.226,-58.6502,49.24,83,98,11.88,CA,2021-07-01 04:24:29
212,Mahajanga,-15.7167,46.3167,68.02,68,0,10.36,MG,2021-07-01 04:24:29
213,Mīzan Teferī,6.9833,35.5833,60.26,88,100,2.66,ET,2021-07-01 04:24:30
214,Esperance,-33.8667,121.9,58.84,77,46,21.09,AU,2021-07-01 04:24:30
215,Dingle,10.9995,122.6711,89.71,59,97,3.18,PH,2021-07-01 04:24:31
216,Batagay-Alyta,67.8006,130.4114,73.58,39,65,8.57,RU,2021-07-01 04:24:31
217,Oulu,65.0124,25.4682,59.22,69,0,1.01,FI,2021-07-01 04:24:31
218,Provideniya,64.3833,-173.3,46.51,87,90,11.18,RU,2021-07-01 04:24:32
219,Altamira,-3.2033,-52.2064,70.93,73,2,2.48,BR,2021-07-01 04:24:32
220,Lavrentiya,65.5833,-171.0,41.61,89,100,11.56,RU,2021-07-01 04:24:32
221,Harper,4.375,-7.7169,76.55,81,95,7.31,LR,2021-07-01 04:24:33
222,Uzunovo,54.5386,38.6173,60.6,93,100,11.27,RU,2021-07-01 04:24:33
223,Praia da Vitória,38.7333,-27.0667,66.76,77,40,11.7,PT,2021-07-01 04:24:34
224,Trincomalee,8.5711,81.2335,87.4,60,99,12.93,LK,2021-07-01 04:24:34
225,Atbasar,51.8,68.3333,81.68,36,20,9.55,KZ,2021-07-01 04:24:35
226,Cervo,43.6702,-7.4101,61.2,92,97,6.31,ES,2021-07-01 04:24:35
227,Sabang,5.8933,95.3214,83.14,72,60,10.83,ID,2021-07-01 04:24:35
228,Tuktoyaktuk,69.4541,-133.0374,46.4,87,90,9.22,CA,2021-07-01 04:24:36
229,Pardubice,50.0407,15.7766,59.47,75,0,7.0,CZ,2021-07-01 04:24:36
230,Morros,-9.4467,-46.3003,68.11,48,1,3.02,BR,2021-07-01 04:24:37
231,Geraldton,-28.7667,114.6,64.81,63,0,11.5,AU,2021-07-01 04:24:37
232,Puerto Carreño,6.189,-67.4859,73.26,91,28,5.55,CO,2021-07-01 04:20:09
233,Bingen,48.1113,9.2724,53.64,99,100,6.26,DE,2021-07-01 04:24:38
234,Sanghar,26.0466,68.9481,91.47,44,64,21.61,PK,2021-07-01 04:24:38
235,Caravelas,-17.7125,-39.2481,72.07,79,98,14.27,BR,2021-07-01 04:24:38
236,Sinnamary,5.3833,-52.95,76.51,87,55,3.15,GF,2021-07-01 04:24:39
237,Dabakala,8.3667,-4.4333,71.46,97,100,5.88,CI,2021-07-01 04:24:39
238,Batemans Bay,-35.7167,150.1833,63.19,55,100,3.74,AU,2021-07-01 04:24:40
239,Canguçu,-31.395,-52.6756,44.24,91,100,3.71,BR,2021-07-01 04:20:56
240,Marsala,37.7966,12.4352,78.93,88,0,4.61,IT,2021-07-01 04:24:40
241,Santa Rosa,14.3122,121.1114,93.09,58,100,3.94,PH,2021-07-01 04:24:41
242,Coffs Harbour,-30.3,153.1333,64.67,94,75,6.91,AU,2021-07-01 04:24:41
243,Sterling,39.0062,-77.4286,77.52,94,40,0.0,US,2021-07-01 04:22:51
244,Belyy Yar,53.6039,91.3903,62.49,88,75,0.0,RU,2021-07-01 04:24:42
245,São João Batista,-27.2761,-48.8494,58.03,98,47,2.33,BR,2021-07-01 04:24:42
246,Vostok,46.4856,135.8833,56.68,97,100,2.86,RU,2021-07-01 04:24:42
247,Torrelodones,40.5765,-3.9266,70.02,39,73,1.63,ES,2021-07-01 04:24:43
248,Mount Gambier,-37.8333,140.7667,58.91,67,18,8.05,AU,2021-07-01 04:24:43
249,Iquique,-20.2208,-70.1431,59.04,82,42,2.98,CL,2021-07-01 04:22:01
250,Bandarbeyla,9.4942,50.8122,83.12,52,50,28.41,SO,2021-07-01 04:24:44
251,Dikson,73.5069,80.5464,34.61,84,100,0.6,RU,2021-07-01 04:24:44
252,Faya,18.3851,42.4509,71.71,28,14,1.25,SA,2021-07-01 04:24:45
253,Cap Malheureux,-19.9842,57.6142,74.46,69,56,8.99,MU,2021-07-01 04:24:45
254,Romny,50.751,33.4747,66.4,82,36,4.14,UA,2021-07-01 04:24:46
255,Luwuk,-0.9516,122.7875,81.18,83,100,8.57,ID,2021-07-01 04:24:46
256,Hobyo,5.3505,48.5268,77.34,66,58,20.62,SO,2021-07-01 04:24:46
257,Samoylovka,51.184,43.7081,66.25,82,40,6.82,RU,2021-07-01 04:24:47
258,Roosendaal,51.5308,4.4653,56.98,86,90,6.91,NL,2021-07-01 04:24:47
259,Te Anau,-45.4167,167.7167,46.89,78,71,0.94,NZ,2021-07-01 04:24:48
260,Hachinohe,40.5,141.5,80.26,54,100,10.78,JP,2021-07-01 04:24:48
261,Khovd,48.0056,91.6419,67.23,35,32,2.86,MN,2021-07-01 04:24:48
262,Snyder,32.7179,-100.9176,77.14,78,1,4.61,US,2021-07-01 04:24:49
263,Hilton Head,32.2163,-80.7526,79.99,85,1,0.0,US,2021-07-01 04:24:49
264,Finnsnes,69.2296,17.9811,59.61,75,20,7.76,NO,2021-07-01 04:24:50
265,Linda,39.1277,-121.5508,85.68,52,1,11.5,US,2021-07-01 04:24:50
266,Limbaži,57.5129,24.7194,69.04,74,41,5.03,LV,2021-07-01 04:24:51
267,Causapscal,48.3542,-67.227,59.94,99,100,4.5,CA,2021-07-01 04:24:51
268,Pevek,69.7008,170.3133,35.13,74,19,17.11,RU,2021-07-01 04:24:52
269,George Town,5.4112,100.3354,87.75,69,40,4.61,MY,2021-07-01 04:23:03
270,Yebaishou,41.3975,119.6408,88.5,35,14,9.57,CN,2021-07-01 04:24:52
271,Saurimo,-9.6608,20.3916,56.14,34,5,5.53,AO,2021-07-01 04:24:53
272,Huarmey,-10.0681,-78.1522,63.7,86,46,8.01,PE,2021-07-01 04:24:53
273,Torbay,47.6666,-52.7314,54.39,92,90,10.36,CA,2021-07-01 04:24:53
274,San Juan,-31.5375,-68.5364,43.9,36,81,2.33,AR,2021-07-01 04:24:54
275,Muli,2.9167,73.5667,82.74,75,21,13.0,MV,2021-07-01 04:24:54
276,Kelapa Sawit,1.6698,103.5327,89.71,73,40,6.91,MY,2021-07-01 04:24:54
277,Farafangana,-22.8167,47.8333,64.83,91,45,4.45,MG,2021-07-01 04:24:55
278,Hong Kong,22.2855,114.1577,91.45,87,89,13.0,HK,2021-07-01 04:22:56
279,Borodino,55.9106,94.8983,65.88,57,51,5.41,RU,2021-07-01 04:24:55
280,Ishigaki,24.3448,124.1572,87.93,84,75,10.36,JP,2021-07-01 04:24:56
281,Yeppoon,-23.1333,150.7333,67.78,78,100,9.35,AU,2021-07-01 04:24:56
282,Kenora,49.8167,-94.4337,73.38,46,20,5.75,CA,2021-07-01 04:24:57
283,Westport,41.1415,-73.3579,75.74,91,20,1.01,US,2021-07-01 04:24:57
284,Vestmannaeyjar,63.4427,-20.2734,51.75,91,100,5.77,IS,2021-07-01 04:24:57
285,Jackson,42.4165,-122.8345,82.27,39,1,9.22,US,2021-07-01 04:23:20
286,Tongliao,43.6125,122.2653,87.39,42,47,10.09,CN,2021-07-01 04:21:48
287,Kruisfontein,-34.0033,24.7314,60.89,49,100,14.32,ZA,2021-07-01 04:24:58
288,Zhigansk,66.7697,123.3711,72.54,43,94,1.81,RU,2021-07-01 04:24:59
289,Mumford,5.2618,-0.759,75.9,88,100,6.4,GH,2021-07-01 04:24:59
290,Tuatapere,-46.1333,167.6833,48.81,81,51,2.46,NZ,2021-07-01 04:24:59
291,Aksarka,66.5606,67.7975,63.66,97,100,15.9,RU,2021-07-01 04:25:00
292,Batagay,67.6333,134.6333,77.43,37,71,3.27,RU,2021-07-01 04:25:00
293,Arlit,18.7369,7.3853,87.84,11,34,10.29,NE,2021-07-01 04:25:01
294,Badnāwar,23.0167,75.2167,77.67,66,82,18.66,IN,2021-07-01 04:25:03
295,Yangi Marg`ilon,40.4272,71.7189,89.02,26,62,2.3,UZ,2021-07-01 04:25:03
296,Río Cuarto,-33.1307,-64.3499,36.84,44,99,14.43,AR,2021-07-01 04:25:03
